#phi_i theta_i phi_o theta_o brdf
75.0 -180.0 81.0 0.0 0.0495381
75.0 -180.0 82.0 0.0 0.05092959
75.0 -180.0 83.0 0.0 0.05222854
75.0 -180.0 84.0 0.0 0.05355213
75.0 -180.0 85.0 0.0 0.05490723
75.0 -180.0 86.0 0.0 0.05600491
75.0 -180.0 87.0 0.0 0.05790045
75.0 -180.0 88.0 0.0 0.05974644
75.0 -180.0 89.0 0.0 0.06152951
75.0 -180.0 90.0 0.0 0.06324658
