satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,illuminated,international_designator,generation
STARLINK-30117,56702,2023-07-14T18:09:50.000Z,0.3,6.29,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,247.1872584,25.7608392,549.453816,0.4851548,-0.1369191,0.7441835,65.3128552,72.0326271,176.5250724,True,2023-067Q,v2 mini
STARLINK-30117,56702,2023-07-14T18:09:55.000Z,0.3,6.22,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,251.2712221,25.0201105,552.971528,0.9205374,-0.1588351,0.7304156,62.1333955,70.8398813,165.3547245,True,2023-067Q,v2 mini
STARLINK-30117,56702,2023-07-14T18:09:58.000Z,0.3,6.12,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,253.667258,24.525798,556.118841,1.1769134,-0.1704516,0.7194971,60.2644867,69.8429085,159.4549715,True,2023-067Q,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:21.000Z,0.3,6.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,226.0458226,30.3081235,558.78855,-1.7726143,0.0261194,0.7225532,83.0299185,69.1699772,236.5388388,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:26.000Z,0.3,6.5,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,230.2939085,30.3695822,550.954603,-1.3580297,-0.0019753,0.7428019,79.9320614,71.6491555,228.5338718,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:31.000Z,0.3,6.46,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,234.6421472,30.2851854,545.234277,-0.927831,-0.0320509,0.7571114,76.7702589,73.736968,218.0883484,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:36.000Z,0.3,6.34,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,239.0469525,30.0475893,541.69478,-0.4865155,-0.0630465,0.7647066,73.5713756,75.1937518,204.9536135,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:41.000Z,0.3,6.24,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,243.4610894,29.6551773,540.379075,-0.0392209,-0.0937546,0.7651639,70.365088,75.7744245,189.8046432,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:46.000Z,0.3,6.26,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,247.8368147,29.1124636,541.303404,0.4085659,-0.1229516,0.7584685,67.1825082,75.3560189,174.4758833,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:51.000Z,0.3,6.15,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,252.1287941,28.4298496,544.45636,0.8513178,-0.1495337,0.7450152,64.0548501,74.0286196,160.9256511,True,2023-067G,v2 mini
STARLINK-30126,56694,2023-07-14T18:10:55.000Z,0.3,6.04,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,255.4749084,27.793231,548.558338,1.1983657,-0.1683235,0.7298797,61.6123337,72.4688278,151.9975051,True,2023-067G,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:21.000Z,0.3,5.96,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,23.6450901,24.1532144,540.228436,2.2455366,-0.004705,0.736503,79.0748756,61.594074,124.719618,True,2023-056L,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:25.000Z,0.3,6.06,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,26.8199282,24.0994401,549.853034,2.5638949,-0.0218412,0.7117226,81.7033386,59.6241231,120.4282649,True,2023-056L,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:30.000Z,0.3,6.22,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,30.6251679,23.9419758,563.617776,2.9373704,-0.0405957,0.6780139,84.861138,57.0925238,115.9280486,True,2023-056L,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:36.000Z,0.3,6.44,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,34.9320529,23.6407141,582.49565,3.3484187,-0.05905,0.6351925,88.4484182,54.0428089,111.5414357,True,2023-056L,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:40.000Z,0.3,6.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,37.6395491,23.3839922,596.398422,3.5999191,-0.068963,0.606081,90.7124396,52.0408906,109.1039616,True,2023-056L,v2 mini
STARLINK-30089,56296,2023-08-05T00:15:44.000Z,0.3,6.66,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,40.2147004,23.0912359,611.271641,3.8337973,-0.0770946,0.5770601,92.8731961,50.0834109,106.9801141,True,2023-056L,v2 mini
STARLINK-30106,56288,2023-08-07T00:59:37.000Z,0.3,6.3,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,349.2233861,-2.6917024,821.84139,-3.8077921,0.1292419,0.4118937,35.0929502,39.7028915,209.2589043,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T00:59:43.000Z,0.3,6.32,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,351.7625429,-1.8992373,799.749671,-3.552562,0.1348739,0.4338643,37.724954,41.3002039,206.5039736,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T00:59:47.000Z,0.3,6.24,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,353.5282813,-1.3524777,785.900052,-3.3705771,0.1384732,0.4486465,39.5555344,42.3651552,204.5034871,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T00:59:53.000Z,0.3,6.42,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,356.287025,-0.5062809,766.539009,-3.0794507,0.1434997,0.4707698,42.4151124,43.9467006,201.2342577,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T00:59:57.000Z,0.3,6.53,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,358.1993216,0.0738651,754.630384,-2.8731773,0.1465111,0.4853117,44.3963892,44.9792538,198.8630268,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T01:00:02.000Z,0.3,6.65,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,0.6705439,0.814862,740.936751,-2.6017331,0.1497744,0.503017,46.9548996,46.2295543,195.6697379,True,2023-056C,v2 mini
STARLINK-30106,56288,2023-08-07T01:00:06.000Z,0.3,6.67,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,2.7104335,1.4183848,730.982303,-2.3739419,0.1518981,0.5166197,49.0647255,47.1849484,192.924461,True,2023-056C,v2 mini
STARLINK-30112,56306,2023-08-08T01:08:59.000Z,0.3,6.15,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,346.5029247,12.7091612,704.850369,-3.6161215,0.1869606,0.4759951,40.8813014,50.8270907,226.7857921,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:04.000Z,0.3,6.14,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,349.0122466,13.6518158,687.403363,-3.3593907,0.1898876,0.5013393,43.2990623,52.9126486,224.2710006,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:09.000Z,0.3,6.13,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,351.6631196,14.6059466,671.288986,-3.0830671,0.1915026,0.5269197,45.8476567,55.0298716,221.3584368,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:14.000Z,0.3,6.16,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,354.4578326,15.5642869,656.605536,-2.7869773,0.191516,0.5523362,48.52474,57.1540901,217.9654731,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:19.000Z,0.3,6.12,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,357.3963724,16.5181013,643.451527,-2.4713783,0.1896425,0.5771048,51.3256087,59.2514367,213.9941018,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:24.000Z,0.3,6.22,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,0.4759478,17.4572855,631.922918,-2.1370322,0.1856246,-171.1086907,54.2429534,61.2767757,209.3331689,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:29.000Z,0.3,6.15,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,3.6905634,18.3705938,622.110198,-1.7852622,0.1792594,0.6223975,57.2667227,63.1718316,203.8672184,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:34.000Z,0.3,6.21,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,7.0304566,19.2459422,614.095994,-1.4180051,0.1704287,0.6416515,60.3839052,64.8643032,197.4977412,True,2023-056W,v2 mini
STARLINK-30112,56306,2023-08-08T01:09:38.000Z,0.3,6.27,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,9.7834888,19.9105478,609.027991,-1.1147361,0.1615804,0.6548359,62.9343707,66.0160989,191.7192392,True,2023-056W,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:30.000Z,0.3,6.21,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,340.7056165,31.7592466,640.760666,-3.2791112,0.2086324,0.5390322,51.1530764,59.8038414,259.1637821,True,2023-056S,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:35.000Z,0.3,6.27,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,343.9890686,32.7846784,625.107135,-2.9785694,0.2008771,0.5713636,53.3361273,62.6776556,257.8451752,True,2023-056S,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:40.000Z,0.3,6.32,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,347.502721,33.7617302,611.012079,-2.6557124,0.1891911,0.6034161,55.672356,65.6675099,256.1530616,True,2023-056S,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:46.000Z,0.3,6.28,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,352.0218529,34.8409692,596.310718,-2.2396248,0.1694063,0.6402729,58.6700921,69.3851642,253.3711,True,2023-056S,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:50.000Z,0.3,6.18,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,355.2115097,35.4859793,587.935567,-1.9458663,0.1525435,0.6630429,60.7788607,71.9200871,250.8079153,True,2023-056S,v2 mini
STARLINK-30111,56302,2023-08-11T01:03:55.000Z,0.3,6.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,359.3821955,36.1877597,579.158447,-1.5620584,0.1273649,-144.5871102,63.5270464,75.1095207,246.27889,True,2023-056S,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:33.000Z,0.3,5.63,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,0.4674034,35.6679569,567.099336,-0.4686551,-0.0113979,-145.503008,61.4759281,81.0060427,211.1316846,True,2023-056Q,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:38.000Z,0.3,5.73,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,4.9711751,35.5255613,565.810613,-0.046348,-0.0455491,0.7326059,63.9183653,81.9504658,187.148062,True,2023-056Q,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:43.000Z,0.3,5.84,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,9.4528456,35.2136121,566.63672,0.376479,-0.0789837,0.7277057,66.4233017,81.3269554,162.2030333,True,2023-056Q,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:48.000Z,0.3,5.97,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,13.8629167,34.7388832,569.568405,0.7951122,-0.1104499,0.716338,68.9636519,79.4228492,143.5677594,True,2023-056Q,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:53.000Z,0.3,6.01,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,18.1567488,34.1139732,574.573413,1.2050766,-0.1388862,0.6991405,71.5128146,76.8191115,131.5444641,True,2023-056Q,v2 mini
STARLINK-30104,56300,2023-08-14T00:11:58.000Z,0.3,6.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,22.2968282,33.3561245,581.598076,1.6023455,-0.1635137,0.6770104,74.0457251,73.9024109,123.7880274,True,2023-056Q,v2 mini
STARLINK-30101,56301,2023-08-14T00:14:40.000Z,0.3,5.49,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,348.7065946,34.7802898,583.154976,-1.631175,0.0708293,0.6903384,55.056849,73.4234337,244.3675122,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:14:55.000Z,0.3,5.59,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,1.8071651,35.1615493,567.724219,-0.4098297,-0.0230438,0.7300305,61.8422467,80.7262105,207.4449063,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:15:00.000Z,0.3,5.74,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,6.2730243,34.9626223,566.72902,0.0121212,-0.0564631,0.7306692,64.303792,81.4222817,184.22211,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:15:05.000Z,0.3,5.88,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,10.7071964,34.5984995,567.845223,0.4339406,-0.0888954,0.7246678,66.8231832,80.6419573,161.2236617,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:15:11.000Z,0.3,5.97,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,15.9197336,33.955115,571.952639,0.9333846,-0.1248538,0.7092167,69.8848331,78.2255825,141.3786375,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:15:15.000Z,0.3,6.02,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,19.2953465,33.412022,576.339401,1.2587495,-0.146257,0.6944665,71.9281467,76.1243557,132.6869212,True,2023-056R,v2 mini
STARLINK-30101,56301,2023-08-14T00:15:18.000Z,0.3,6.07,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,21.7619824,32.9511353,580.474884,1.497347,-0.1607018,0.6813966,73.4528104,74.4193343,127.8221048,True,2023-056R,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:20.000Z,0.3,5.64,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,348.6717779,34.4953421,584.514989,-1.6713285,0.0694667,0.6879396,54.796548,72.9550666,244.3661717,True,2023-056G,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:25.000Z,0.3,5.62,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,352.9142413,34.7725078,577.136065,-1.2777097,0.0408645,0.70721,56.9274185,75.8020804,236.871191,True,2023-056G,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:40.000Z,0.3,5.82,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,6.1362273,34.6696919,567.223483,-0.0331518,-0.0559993,0.7300689,64.0217212,81.0910167,187.0367018,True,2023-056G,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:45.000Z,0.3,5.97,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,10.5530236,34.308672,568.112809,0.3885514,-0.0881369,0.7246874,66.5411609,80.4842392,164.4581877,True,2023-056G,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:50.000Z,0.3,6.06,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,14.8951066,33.7916471,571.101847,0.8059562,-0.1182017,0.7130188,69.093959,78.6961,146.9264113,True,2023-056G,v2 mini
STARLINK-30098,56292,2023-08-14T00:16:55.000Z,0.3,6.17,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,19.120145,33.1315532,576.157844,1.2146207,-0.1452099,0.6957022,71.653659,76.2151445,135.0383575,True,2023-056G,v2 mini
STARLINK-30090,56293,2023-08-14T00:19:41.000Z,0.3,5.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,349.0652145,33.9641743,586.529962,-1.707605,0.0636917,0.6852695,54.5080984,72.3384484,243.7219368,True,2023-056H,v2 mini
STARLINK-30090,56293,2023-08-14T00:19:46.000Z,0.3,5.51,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,353.2640326,34.214082,578.96388,-1.3162551,0.0357563,0.7045627,56.6372168,75.1274263,236.3273497,True,2023-056H,v2 mini
STARLINK-30090,56293,2023-08-14T00:19:56.000Z,0.3,5.67,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,1.9503734,34.2653987,569.866871,-0.4966315,-0.0265012,0.7266395,61.2719209,79.5266034,210.059301,True,2023-056H,v2 mini
STARLINK-30090,56293,2023-08-14T00:20:01.000Z,0.3,5.83,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,6.3502926,34.0522318,568.432762,-0.0764766,-0.0587189,0.7282694,63.7331478,80.412459,189.7275278,True,2023-056H,v2 mini
STARLINK-30090,56293,2023-08-14T00:20:05.000Z,0.3,5.94,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,9.8544748,33.7666083,568.80099,0.2604813,-0.0839327,0.7248882,65.7480942,80.1723462,172.4744304,True,2023-056H,v2 mini
STARLINK-30090,56293,2023-08-14T00:20:11.000Z,0.3,6.03,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,15.0293893,33.1546327,571.871691,0.7617264,-0.1194458,0.7123234,68.8150363,78.3896094,151.0099656,True,2023-056H,v2 mini
