satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,illuminated,international_designator,generation
STARLINK-31370,59520,2024-04-29T10:28:45.000Z,0.3,2.4,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,296.5581295,2.6405555,409.027802,0.0148543,0.4170983,0.9468898,80.7073832,52.7489844,149.7231078,True,2024-073K,v2 mini
STARLINK-31509,59533,2024-04-29T10:30:27.000Z,0.3,2.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.8945586,4.3599009,400.276185,-0.1157349,0.4257941,0.967305,79.5644954,55.1509146,151.8331322,True,2024-073Y,v2 mini
STARLINK-31392,59530,2024-04-29T10:31:33.000Z,0.3,2.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.7723164,5.8083782,393.873911,-0.0776075,0.4312476,0.9836635,79.8420961,56.64133,151.4965708,True,2024-073V,v2 mini
STARLINK-31619,59531,2024-04-29T10:32:08.000Z,0.3,2.2,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.4095225,6.4455751,390.326351,-0.0975259,0.4351065,0.992599,79.6713764,57.4241043,151.9067947,True,2024-073W,v2 mini
STARLINK-31513,59529,2024-04-29T10:32:47.000Z,0.3,2.1,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,293.9170374,7.1756808,386.956095,-0.1279366,0.4392104,1.0009348,79.4058192,58.3460965,152.5222081,True,2024-073U,v2 mini
STARLINK-31618,59528,2024-04-29T10:33:21.000Z,0.3,2.1,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,293.2648633,7.712848,383.877038,-0.1844516,0.443757,1.0082882,78.9375816,59.1352979,153.5532859,True,2024-073T,v2 mini
STARLINK-30822,58193,2023-12-19T00:03:29.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,55.3808369,77.0312888,760.581732,-0.0061421,-0.5217504,0.1600631,55.6778966,40.8370171,15.3618877,True,2023-167U,v2 mini
STARLINK-30785,58191,2023-12-19T00:06:55.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,51.2706039,76.760171,745.859785,-0.069817,-0.5179665,0.203728,56.0220017,41.9890819,15.2055482,True,2023-167S,v2 mini
STARLINK-30807,58192,2023-12-19T00:10:22.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,48.1251882,75.8205733,730.936573,-0.062223,-0.5149524,0.2397819,55.8067361,43.2354158,15.8598627,True,2023-167T,v2 mini
STARLINK-30820,58190,2023-12-19T00:13:50.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,45.4719432,74.5967669,715.833252,-0.0299673,-0.5122818,0.2722107,55.4180779,44.5879633,16.8181095,True,2023-167R,v2 mini
STARLINK-30826,58188,2023-12-19T00:17:18.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,42.6760836,73.4641844,700.338554,-0.0200598,-0.507821,0.3063229,55.2428709,46.0232046,17.5121593,True,2023-167P,v2 mini
STARLINK-30796,58189,2023-12-19T00:20:44.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,39.1738624,72.6011777,684.956021,-0.0613976,-0.4978354,0.3463309,55.5263005,47.5600515,17.5512319,True,2023-167Q,v2 mini
STARLINK-30755,58186,2023-12-19T00:27:38.000Z,0.3,7.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,33.8981648,69.8703904,654.427395,-0.0561173,-0.4822731,0.4129586,55.5271432,51.0142288,18.7108712,True,2023-167M,v2 mini
STARLINK-30801,58184,2023-12-19T00:34:32.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,29.1818371,66.5919499,624.614201,-0.0462987,-0.4652327,0.4757553,55.7411249,55.0007469,19.9255813,True,2023-167K,v2 mini
STARLINK-30809,58183,2023-12-19T00:37:59.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,27.3169474,64.6168832,610.219595,-0.0194583,-0.4588054,0.5035714,55.7983341,57.2123848,20.8725442,True,2023-167J,v2 mini
STARLINK-30798,58196,2023-12-19T00:41:25.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,23.7158884,63.1697623,596.418015,-0.1170162,-0.4373152,0.542757,56.9242417,59.5794585,19.7630836,True,2023-167X,v2 mini
STARLINK-30806,58180,2023-12-19T00:44:53.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,22.8346293,60.5903934,583.163189,-0.0364952,-0.4370429,0.5634289,56.7716361,62.1301313,21.6327726,True,2023-167F,v2 mini
STARLINK-30819,58179,2023-12-19T00:51:46.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,18.7011135,55.9206455,559.228907,-0.0626711,-0.414299,0.6177686,58.2843513,67.718001,22.0113919,True,2023-167E,v2 mini
STARLINK-31217,59036,2024-07-24T02:49:55.000Z,0.5,6.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,268.3663163,-1.7973683,586.907074,3.9590662,-0.2943242,0.5239827,38.8797904,47.7909439,149.6291581,True,2024-038P,v2 mini
STARLINK-30819,58179,2023-12-19T00:44:53.000Z,0.3,6.5,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,254.3962617,19.2664984,2907.183019,-6.6581332,0.0449811,0.0373653,135.8173104,-2.337206,295.9691129,True,2023-167E,v2 mini
STARLINK-11160 [DTC],60125,2024-08-01T02:23:19.000Z,0.2,3.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,299.0157517,-16.5641268,864.108664,-0.0672122,0.3215617,0.376423,11.9428457,19.7087225,129.4196141,True,2024-118N,v2 mini
STARLINK-11161 [DTC],60124,2024-08-01T02:30:37.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,298.3255355,-13.0516018,752.24297,0.0954865,0.3606508,0.4392092,13.5640141,23.9670939,128.9778394,True,2024-118M,v2 mini
STARLINK-31846,60126,2024-08-01T02:32:21.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,299.3243486,-18.1760562,1097.611676,-0.5372432,0.2530366,0.2914096,11.5171629,19.6669933,132.036004,True,2024-118P,v2 mini
STARLINK-11162 [DTC],60123,2024-08-01T02:37:50.000Z,0.2,3.3,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,294.4754463,-10.5378579,646.04461,-0.1305232,0.4072056,0.5210063,18.0432668,29.3970944,132.0530029,True,2024-118L,v2 mini
STARLINK-31608,59397,2024-08-01T02:45:01.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,255.8325926,-16.2275604,697.917961,4.079242,-0.3009942,0.4063969,52.9839922,37.6047146,179.1379558,True,2024-062X,v2 mini
STARLINK-11119 [DTC],60121,2024-08-01T02:44:01.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,256.6859695,-28.001752,710.532006,-4.5998841,0.2369339,0.4092299,50.9823565,25.813263,178.18852,True,2024-118J,v2 mini
STARLINK-31813,60128,2024-08-01T02:45:11.000Z,0.2,8.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,284.6642028,-22.5731695,934.47363,-2.2141506,0.2614968,0.3453143,25.5004567,25.0342165,149.8516466,True,2024-118R,v2 mini
STARLINK-11157 [DTC],60122,2024-08-01T02:52:21.000Z,0.2,3.8,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,283.6562328,-0.0704056,463.037,-0.5699815,0.5456884,0.7391321,32.6805565,46.1725232,139.6159422,True,2024-118K,v2 mini
STARLINK-31736,59547,2024-07-24T02:57:30.000Z,0.3,8.0,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,285.1130923,13.0822847,559.669874,4.2515555,-0.4066147,0.45345,37.628606,51.3233948,117.5378764,True,2024-074P,v2 mini
STARLINK-11196 [DTC],60408,2024-09-17T20:04:13.000Z,1.0,4.6,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11196,,,230.2992761,66.0355308,438.689173,-1.8594065,0.8852458,0.3053926,105.3695781,55.2839817,320.3030437,True,,v2 mini
STARLINK-31658,59513,2024-04-29T10:22:43.000Z,0.3,2.4,0.2,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,299.110603,-6.0678041,430.604651,-0.037088,0.4093548,0.8964092,80.9972398,43.1394471,149.4856989,True,2024-073C,v2 mini
STARLINK-11141 [DTC],60066,2024-07-28T01:56:41.000Z,1.0,6.9,0.2,38.982,-76.763,43.0,0.0,none,VISUAL,CLEAR,0009-0000-3667-6967,,,,,,,,,,DTC-11141,,,203.6968836,19.2901026,522.610869,-4.5877419,0.6266362,0.1304831,108.6980953,39.1506319,263.4371741,True,,v2 mini
STARLINK-31137,58686,2024-04-06T01:51:50.000Z,0.3,5.2,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,179.7743917,8.5249215,809.796179,3.6284505,0.1737342,0.4138653,21.4216628,34.3572183,106.1525934,True,2023-211V,v2 mini
STARLINK-31144,58682,2024-04-06T01:54:00.000Z,0.3,5.2,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,142.385263,-6.7201742,670.741047,-0.9254283,0.2712466,0.5563856,52.3751803,44.8162159,158.2762786,True,2023-211R,v2 mini
STARLINK-31125,58678,2024-04-06T01:58:39.000Z,0.3,6.7,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,181.5531972,13.1485557,766.850527,3.8870575,0.1528069,0.4361158,23.8008159,37.0803446,101.5479338,True,2023-211M,v2 mini
STARLINK-30828,58671,2024-04-06T02:01:36.000Z,0.3,4.4,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,167.7617086,10.4533531,654.377144,2.4504829,0.2246072,0.5588802,32.0801363,46.5054919,116.3573732,True,2023-211E,v2 mini
STARLINK-31121,58685,2024-04-06T02:04:49.000Z,0.3,5.7,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,163.7507274,11.6107868,617.222378,2.0484937,0.2412171,0.6041649,36.0778205,50.7369111,120.0026952,True,2023-211U,v2 mini
STARLINK-31139,58688,2024-04-06T02:11:28.000Z,0.3,5.7,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,154.1300389,14.3435998,557.563411,1.0659073,0.2832551,0.6856412,45.6940815,60.1993248,131.1077407,True,2023-211X,v2 mini
STARLINK-31107,58684,2024-04-06T02:14:54.000Z,0.3,5.7,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,153.5710902,17.7969684,541.722424,1.0990994,0.2836929,0.7080798,47.6742193,63.7148812,128.5666463,True,2023-211T,v2 mini
STARLINK-31106,58689,2024-04-06T02:21:40.000Z,0.3,5.3,0.2,36.0,-96.0,201.0,6.0,none,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,149.1008315,23.7000856,512.717863,0.7785032,0.3059451,0.7503457,54.1126456,71.9590956,129.3214175,True,2023-211Y,v2 mini
STARLINK-11196 [DTC],60408,2024-09-17T20:04:23.000Z,1.0,4.9,0.2,50.552,-4.735,100.0,0.0,none,VISUAL,CLEAR,0000-0002-7093-7320,,,,,,,,,,DTC-11196,,,242.3191981,74.890583,425.789089,-0.7033263,0.8584505,0.4980023,97.7810329,58.1040173,337.2147692,True,,v2 mini
STARLINK-11141 [DTC],60066,2024-07-28T01:57:20.000Z,1.0,6.0,0.2,38.982,-76.763,43.0,0.0,none,VISUAL,CLEAR,0009-0000-3667-6967,,,,,,,,,,DTC-11141,,,213.4079328,51.8541458,406.511472,-0.9051581,0.9976649,0.2882831,107.3088765,56.4383144,307.3963979,True,,v2 mini
STARLINK-11273,60913,2024-10-10T00:47:16.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,0.4445786,58.0452248,492.418005,0.0091911,-0.8625804,-0.03016,52.733836,42.492762,40.7078871,True,2024-154L,v2 mini
STARLINK-11250,60910,2024-10-10T01:09:09.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,304.4675919,40.4316583,343.355441,-0.1019182,-0.9006479,0.8524159,71.3430436,84.4973509,35.9812341,True,2024-154H,v2 mini
STARLINK-11145,59945,2024-10-10T01:14:30.000Z,0.2,3.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,318.5659638,-3.2150182,479.107886,-1.7036578,0.5217464,0.6904216,57.7489451,47.6288807,154.1572711,True,2024-107A,v2 mini
STARLINK-31901,59793,2024-10-10T01:16:03.000Z,0.2,1.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,324.1134613,20.8803015,443.790035,1.3920539,0.3174125,0.874558,51.7201348,65.4007714,121.9393754,True,2024-093M,v2 mini
STARLINK-11265,60909,2024-10-10T01:16:27.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,291.1828539,26.1323574,351.086715,-0.0329495,-0.7713857,0.9369343,82.0589708,76.4223505,225.9151031,True,2024-154G,v2 mini
STARLINK-32015,60111,2024-10-10T01:18:00.000Z,0.2,2.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,325.9461435,30.168367,506.880863,1.3661528,0.4553847,0.6793717,52.0913203,69.4961904,99.7676031,True,2024-117W,v2 mini
STARLINK-11113,59947,2024-10-10T01:21:40.000Z,0.2,3.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,303.3329319,8.0524813,406.236741,-2.3393324,0.6675395,0.737028,71.5663596,61.9981764,179.8767792,True,2024-107C,v2 mini
STARLINK-11229,60908,2024-10-10T01:23:42.000Z,0.2,6.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,282.2298342,12.7010178,392.736818,0.0529842,-0.6507586,0.8689684,91.7817292,59.6084917,225.1359294,True,2024-154F,v2 mini
STARLINK-32435,61259,2024-10-12T11:27:06.000Z,0.2,7.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,118.0777016,13.7170814,397.897948,-0.0264631,0.6429755,0.8564533,98.0800989,60.6221925,134.4975327,True,2024-175S,v2 mini
STARLINK-11293,61249,2024-10-12T11:34:02.000Z,0.2,4.0,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,108.3643182,25.1026112,351.312504,-0.1522618,0.7793338,0.929077,87.300615,76.1617228,140.417034,True,2024-175G,v2 mini
STARLINK-11317,61248,2024-10-12T11:41:22.000Z,0.2,3.5,0.5,36.128,-95.988,201.0,8.0,B,VISUAL,CLEAR,0000-0001-6268-7790,,,,,,,,,,,,,94.6051379,39.0237729,343.332639,-0.1367348,0.9161899,0.8356646,75.0019301,84.5318966,303.6182,True,2024-175F,v2 mini
STARLINK-11141 [DTC],60066,2024-07-28T01:57:39.000Z,1.0,5.1,0.2,38.982,-76.763,43.0,0.0,none,VISUAL,CLEAR,0009-0000-3667-6967,,,,,,,,,,DTC-11141,,,229.2636871,70.2874474,412.386222,1.5061731,0.8786433,0.4981246,103.9525413,55.1740095,342.9669468,True,,v2 mini
STARLINK-30069,56834,2023-07-25T23:41:51.000Z,0.3,5.71,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,351.8893871,0.823191,703.585274,-0.2486433,0.1501888,0.5738531,50.5297678,46.0094587,162.7679079,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:41:56.000Z,0.3,5.68,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,354.7637442,1.5682243,703.205624,0.0968785,0.147627,0.575152,53.4365109,46.0493816,158.5209901,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:01.000Z,0.3,5.82,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,357.6390583,2.2977742,704.552875,0.4416861,0.1440051,0.5738323,56.3418541,45.9214059,154.286707,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:05.000Z,0.3,6.0,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,359.9315038,2.8667957,706.867788,0.7153198,0.1403914,-179.2038152,58.6555896,45.7005712,150.9392167,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:11.000Z,0.3,6.07,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,3.3424406,3.6903139,712.376096,1.1191966,0.1339013,0.563573,62.0923459,45.1818662,146.03519,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:16.000Z,0.3,6.22,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,6.1465919,4.3445158,718.79607,1.4472942,0.1276548,0.5549212,64.9112784,44.591299,142.0959674,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:20.000Z,0.3,6.41,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,8.3570239,4.8443852,725.098517,1.7028085,0.1222147,0.5465028,67.1285851,44.0261526,139.0622769,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:26.000Z,0.3,6.54,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,11.6063216,5.5518376,736.433153,2.0724976,0.1135033,0.5316965,70.3794039,43.0445841,134.7329791,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:31.000Z,0.3,6.68,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,14.2440331,6.1004715,747.536685,2.3666673,0.1059092,0.5176767,73.0101239,42.1237573,131.3425732,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:35.000Z,0.3,6.8,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,16.3032662,6.5117546,757.457369,2.5921802,0.0997214,0.5055735,75.0583903,41.3327134,128.7772496,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:41.000Z,0.3,6.87,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,19.3005889,7.0821334,773.984361,2.9132952,0.0904123,0.4862905,78.030613,40.0760145,125.1747115,True,2023-079M,v2 mini
STARLINK-30069,56834,2023-07-25T23:42:44.000Z,0.3,6.95,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,20.7560213,7.3464381,782.954559,3.0659513,0.0858005,0.4762722,79.4697893,39.4235547,123.4821713,True,2023-079M,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:01.000Z,0.3,5.56,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,352.5828244,4.3884013,671.150202,-0.0866877,0.1476994,0.6040756,52.7951411,49.5656193,162.1189056,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:06.000Z,0.3,5.64,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,355.6158683,5.1151155,671.62145,0.2750577,0.142776,0.604401,55.8006097,49.514985,157.3592589,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:11.000Z,0.3,5.85,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,358.646237,5.8144103,673.897074,0.6345815,0.136756,0.6016828,58.7989111,49.2605829,152.6486718,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:15.000Z,0.3,5.9,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,1.0586655,6.3506295,677.004976,0.9186975,0.1312439,0.5973733,61.1815258,48.9161204,148.9569858,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:21.000Z,0.3,5.96,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,4.6402637,7.1109701,683.774911,1.3358492,0.1220218,0.5875575,64.7103245,48.182271,143.6117431,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:26.000Z,0.3,6.18,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,7.5761953,7.7004271,691.300671,1.6726042,0.1136725,0.5765778,67.5942565,47.3931408,139.3800921,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:31.000Z,0.3,6.29,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,10.4548947,8.2470719,700.480969,1.9973341,0.1049308,0.5633783,70.4135141,46.46658,135.3825061,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:36.000Z,0.3,6.47,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,13.2657785,8.7494256,711.25144,2.3084352,0.0959898,0.5483041,73.157705,45.4264933,131.6359141,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:40.000Z,0.3,6.6,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,15.4596243,9.119022,720.964929,2.5466851,0.0888138,0.5351383,75.2932762,44.5286437,128.823914,True,2023-079S,v2 mini
STARLINK-30076,56839,2023-07-25T23:46:46.000Z,0.3,6.75,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,18.6503777,9.6199186,737.272604,2.8853636,0.0781987,0.5139783,78.3891917,43.0991435,124.9124711,True,2023-079S,v2 mini
