satellite_name,norad_cat_id,observation_time_utc,observation_time_uncertainty_sec,apparent_magnitude,apparent_magnitude_uncertainty,observer_latitude_deg,observer_longitude_deg,observer_altitude_m,limiting_magnitude,instrument,observing_mode,observing_filter,observer_orcid,satellite_right_ascension_deg,satellite_declination_deg,sigma_2_ra,sigma_ra_sigma_dec,sigma_2_dec,range_to_satellite_km,range_to_satellite_uncertainty_km,range_rate_of_satellite_km_per_sec,range_rate_of_satellite_uncertainty_km_per_sec,comments,data_archive_link,mpc_code,sat_ra_deg_satchecker,sat_dec_deg_satchecker,range_to_sat_km_satchecker,range_rate_sat_km_s_satchecker,ddec_deg_s_satchecker,dra_cosdec_deg_s_satchecker,phase_angle_deg_satchecker,alt_deg_satchecker,az_deg_satchecker,illuminated,international_designator,generation,optimal_theta_x,optimal_theta_y,optimal_theta_z,optimization_error,calculated_magnitude,magnitude_difference
STARLINK-30069,56834,2023-07-25T23:41:51.000Z,0.3,5.92,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,351.8893871,0.823191,703.585274,-0.2486433,0.1501888,0.5738531,50.5297678,46.0094587,162.7679079,True,2023-079M,v2 mini,3.051642629935018,-0.003838088849378045,1.859269117888156,2.11583427603321e-16,5.9200000145459075,1.4545907589536e-08
STARLINK-30069,56834,2023-07-25T23:41:56.000Z,0.3,5.89,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,354.7637442,1.5682243,703.205624,0.0968785,0.147627,0.575152,53.4365109,46.0493816,158.5209901,True,2023-079M,v2 mini,3.0413308013532627,-0.005161583225335124,1.8725869330846006,2.524437557333636e-14,5.890000158884787,1.5888478710479603e-07
STARLINK-30069,56834,2023-07-25T23:42:01.000Z,0.3,6.03,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,357.6390583,2.2977742,704.552875,0.4416861,0.1440051,0.5738323,56.3418541,45.9214059,154.286707,True,2023-079M,v2 mini,0.1474396493988385,-0.0006217319654853848,0.11174642940108584,2.2059546601151652e-15,6.029999953032409,4.696759159372732e-08
STARLINK-30069,56834,2023-07-25T23:42:05.000Z,0.3,6.21,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,359.9315038,2.8667957,706.867788,0.7153198,0.1403914,-179.2038152,58.6555896,45.7005712,150.9392167,True,2023-079M,v2 mini,1.14301625821503,0.0,1.0724041240205566,0.4485389611827324,6.879730513850707,0.6697305138507073
STARLINK-30069,56834,2023-07-25T23:42:11.000Z,0.3,6.28,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,3.3424406,3.6903139,712.376096,1.1191966,0.1339013,0.563573,62.0923459,45.1818662,146.03519,True,2023-079M,v2 mini,0.3789625539765944,0.0,0.36769797992149666,0.4716651694104167,6.966778835878347,0.6867788358783464
STARLINK-30069,56834,2023-07-25T23:42:16.000Z,0.3,6.43,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,6.1465919,4.3445158,718.79607,1.4472942,0.1276548,0.5549212,64.9112784,44.591299,142.0959674,True,2023-079M,v2 mini,0.0727842159477861,-0.0040846220251459005,0.07512510167149533,6.372876424680896e-13,6.429999201697023,7.983029766123195e-07
STARLINK-30069,56834,2023-07-25T23:42:20.000Z,0.3,6.62,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,8.3570239,4.8443852,725.098517,1.7028085,0.1222147,0.5465028,67.1285851,44.0261526,139.0622769,True,2023-079M,v2 mini,1.1111225189751959,0.0,1.1111225189751959,0.25656485766673415,7.126522317047072,0.5065223170470716
STARLINK-30069,56834,2023-07-25T23:42:26.000Z,0.3,6.75,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,11.6063216,5.5518376,736.433153,2.0724976,0.1135033,0.5316965,70.3794039,43.0445841,134.7329791,True,2023-079M,v2 mini,0.03050261665630383,-8.735665202407928e-05,0.030553049562595934,1.0854555903781467e-14,6.7500001041852,1.04185200022755e-07
STARLINK-30069,56834,2023-07-25T23:42:31.000Z,0.3,6.89,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,14.2440331,6.1004715,747.536685,2.3666673,0.1059092,0.5176767,73.0101239,42.1237573,131.3425732,True,2023-079M,v2 mini,0.006683481136653438,1.5587446162794086e-05,0.005804506949912209,1.45413238505131e-15,6.889999961866912,3.8133087798541965e-08
STARLINK-30069,56834,2023-07-25T23:42:35.000Z,0.3,7.01,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,16.3032662,6.5117546,757.457369,2.5921802,0.0997214,0.5055735,75.0583903,41.3327134,128.7772496,True,2023-079M,v2 mini,-0.012658767553061081,6.988268811379144e-05,-0.012695353490198628,3.815223990866989e-13,7.009999382325005,6.17674994707329e-07
STARLINK-30069,56834,2023-07-25T23:42:41.000Z,0.3,7.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,19.3005889,7.0821334,773.984361,2.9132952,0.0904123,0.4862905,78.030613,40.0760145,125.1747115,True,2023-079M,v2 mini,0.0,0.0,0.0,0.2691908237519973,7.598836027808399,0.5188360278083985
STARLINK-30069,56834,2023-07-25T23:42:44.000Z,0.3,7.16,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,20.7560213,7.3464381,782.954559,3.0659513,0.0858005,0.4762722,79.4697893,39.4235547,123.4821713,True,2023-079M,v2 mini,0.0,0.0,0.0,0.2671001254468423,7.676817303741702,0.5168173037417017
STARLINK-30076,56839,2023-07-25T23:46:01.000Z,0.3,5.77,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,352.5828244,4.3884013,671.150202,-0.0866877,0.1476994,0.6040756,52.7951411,49.5656193,162.1189056,True,2023-079S,v2 mini,3.0208975721788143,-0.003800447208096419,1.869595027517021,1.527276989434085e-15,5.769999960919608,3.908039136746311e-08
STARLINK-30076,56839,2023-07-25T23:46:06.000Z,0.3,5.85,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,355.6158683,5.1151155,671.62145,0.2750577,0.142776,0.604401,55.8006097,49.514985,157.3592589,True,2023-079S,v2 mini,1.4561510309601673,0.0,1.0519264735619676,0.48172414784614953,6.544063504188305,0.6940635041883052
STARLINK-30076,56839,2023-07-25T23:46:11.000Z,0.3,6.06,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,358.646237,5.8144103,673.897074,0.6345815,0.136756,0.6016828,58.7989111,49.2605829,152.6486718,True,2023-079S,v2 mini,1.1678493958972422,0.0,1.091629672033549,0.297458016707632,6.605397118352886,0.5453971183528861
STARLINK-30076,56839,2023-07-25T23:46:15.000Z,0.3,6.11,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,1.0586655,6.3506295,677.004976,0.9186975,0.1312439,0.5973733,61.1815258,48.9161204,148.9569858,True,2023-079S,v2 mini,1.1690770861731574,0.0,1.1465819537264395,0.30766039722067934,6.664671431769007,0.5546714317690062
STARLINK-30076,56839,2023-07-25T23:46:21.000Z,0.3,6.17,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,4.6402637,7.1109701,683.774911,1.3358492,0.1220218,0.5875575,64.7103245,48.182271,143.6117431,True,2023-079S,v2 mini,0.3828477127412651,0.0,0.3641585816206582,0.3564983445090963,6.767074823208194,0.5970748232081942
STARLINK-30076,56839,2023-07-25T23:46:26.000Z,0.3,6.39,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,7.5761953,7.7004271,691.300671,1.6726042,0.1136725,0.5765778,67.5942565,47.3931408,139.3800921,True,2023-079S,v2 mini,1.1337033772420382,0.0,1.1337033772420382,0.22334291724538516,6.862591702472002,0.4725917024720019
STARLINK-30076,56839,2023-07-25T23:46:31.000Z,0.3,6.5,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,10.4548947,8.2470719,700.480969,1.9973341,0.1049308,0.5633783,70.4135141,46.46658,135.3825061,True,2023-079S,v2 mini,0.030088718389526994,-7.228832709627544e-05,0.026796612681362,1.4539859669085453e-16,6.500000012058134,1.2058134046810665e-08
STARLINK-30076,56839,2023-07-25T23:46:36.000Z,0.3,6.68,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,13.2657785,8.7494256,711.25144,2.3084352,0.0959898,0.5483041,73.157705,45.4264933,131.6359141,True,2023-079S,v2 mini,0.006209376728771171,2.133587401154514e-05,0.004960304301879957,1.7318840248466203e-15,6.679999958384089,4.161591071749626e-08
STARLINK-30076,56839,2023-07-25T23:46:40.000Z,0.3,6.81,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,15.4596243,9.119022,720.964929,2.5466851,0.0888138,0.5351383,75.2932762,44.5286437,128.823914,True,2023-079S,v2 mini,-0.013889358063235373,0.00011089013186530546,-0.013946353311018593,1.211023200727104e-15,6.809999965200241,3.479975863029949e-08
STARLINK-30076,56839,2023-07-25T23:46:46.000Z,0.3,6.96,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,18.6503777,9.6199186,737.272604,2.8853636,0.0781987,0.5139783,78.3891917,43.0991435,124.9124711,True,2023-079S,v2 mini,0.0,0.0,0.0,0.14108556199249628,7.335613580681658,0.37561358068165784
STARLINK-30076,56839,2023-07-25T23:46:50.000Z,0.3,7.02,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,20.7067099,9.9188811,749.243445,3.0983314,0.0713195,0.4991898,80.3779266,42.1063212,122.5033669,True,2023-079S,v2 mini,0.0,0.0,0.0,0.1805032927105271,7.444856790825481,0.42485679082548167
STARLINK-30123,56838,2023-07-29T00:29:12.000Z,0.3,6.69,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,8.7359246,32.5392763,543.406962,1.4483843,-0.1660332,0.7324113,77.7657017,74.5437576,130.607853,True,2023-079R,v2 mini,0.0,0.0,0.0,1.665931158169062,5.39929044391503,1.2907095560849706
STARLINK-30123,56838,2023-07-29T00:29:17.000Z,0.3,6.65,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,12.9791744,31.647449,551.699738,1.8655325,-0.1897779,0.7044588,80.3989874,71.449538,123.7243249,True,2023-079R,v2 mini,0.0,0.0,0.0,1.2907266984291075,5.513898464736049,1.1361015352639514
STARLINK-30123,56838,2023-07-29T00:29:22.000Z,0.3,6.7299999999999995,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,17.0042374,30.6497684,562.028007,2.2620544,-0.2083582,0.6726768,82.965604,68.2802665,118.9417403,True,2023-079R,v2 mini,0.0,0.0,0.0,1.15825785076247,5.653776114945189,1.0762238850548105
STARLINK-30123,56838,2023-07-29T00:29:27.000Z,0.3,6.81,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,20.794693,29.5720003,574.281581,2.6353377,-0.2218613,0.6384141,85.4464055,65.1307733,115.4718902,True,2023-079R,v2 mini,0.0,0.0,0.0,0.9292172819530359,5.846040829727194,0.9639591702728056
STARLINK-30123,56838,2023-07-29T00:29:32.000Z,0.3,6.89,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,24.3437564,28.4386785,588.340046,2.983776,-0.2306639,0.6028855,87.8269014,62.0553791,112.858481,True,2023-079R,v2 mini,0.0,0.0,0.0,0.800400132293687,5.995349156210263,0.8946508437897362
STARLINK-30123,56838,2023-07-29T00:29:37.000Z,0.3,7.02,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,27.6523046,27.2719702,604.076952,3.3066589,-0.2353278,0.5671127,90.0969761,59.0861161,110.8281394,True,2023-079R,v2 mini,0.0,0.0,0.0,0.6685688351003898,6.202339413264654,0.8176605867353457
STARLINK-30123,56838,2023-07-29T00:29:42.000Z,0.3,7.19,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,30.7270481,26.0909711,621.364231,3.6040404,-0.2365045,0.5319015,92.2505301,56.2414889,109.2099556,True,2023-079R,v2 mini,0.0,0.0,0.0,0.6264111229333862,6.3985386156397865,0.7914613843602138
STARLINK-30123,56838,2023-07-31T23:45:16.000Z,0.3,5.95,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,7.993653,19.0304974,599.900088,2.7144791,-0.2087224,0.6097815,67.5325183,59.7359389,137.2931096,True,2023-079R,v2 mini,1.2330935998727126,0.0,1.2330935998727126,0.0006077777227558292,5.974653148333546,0.02465314833354615
STARLINK-30123,56838,2023-07-31T23:45:21.000Z,0.3,6.06,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,11.1279679,17.9807558,614.309323,3.0452753,-0.2106948,0.5789556,69.6208618,57.2666542,133.5980613,True,2023-079R,v2 mini,1.2470486116237136,0.0,1.074378137154403,0.007993230094259366,6.149404866166553,0.08940486616655363
STARLINK-30123,56838,2023-07-31T23:45:26.000Z,0.3,6.28,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,14.0810558,16.9274575,630.31337,3.3523282,-0.2102199,0.5478527,71.6425757,54.8191138,130.5248126,True,2023-079R,v2 mini,1.463462375580876,0.0,0.9652995626168568,0.0026576642016832176,6.331552538266154,0.05155253826615347
STARLINK-30123,56838,2023-07-31T23:45:31.000Z,0.3,6.37,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,16.8561863,15.8817524,647.793523,3.6357828,-0.2077366,0.5170754,73.5875848,52.4249868,127.9431083,True,2023-079R,v2 mini,0.0,0.0,0.0,0.021779578044868738,6.517579056931764,0.14757905693176365
STARLINK-30123,56838,2023-07-31T23:45:36.000Z,0.3,6.54,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,19.4593069,14.8526032,666.633222,3.8962836,-0.2036718,0.4870892,75.4492889,50.1051736,125.7525957,True,2023-079R,v2 mini,0.0,0.0,0.0,0.0279178122013023,6.707086241807344,0.16708624180734422
STARLINK-30123,56838,2023-07-31T23:45:41.000Z,0.3,6.72,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,21.898185,13.8469274,686.719926,4.1348375,-0.1984168,0.4582334,77.2239821,47.8727419,123.8762217,True,2023-079R,v2 mini,0.0,0.0,0.0,0.024568247102042574,6.876742614186578,0.15674261418657842
STARLINK-30123,56838,2023-07-31T23:45:47.000Z,0.3,7.05,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,24.6207262,12.6781096,712.320659,4.3939127,-0.1910178,0.4254152,79.2370402,45.3191854,121.9565385,True,2023-079R,v2 mini,0.0,0.0,0.0,0.002756863222167087,7.102505839886312,0.05250583988631252
STARLINK-30123,56838,2023-07-31T23:45:51.000Z,0.3,7.08,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,26.3197034,11.9246659,730.215143,4.551272,-0.1856512,0.4047416,80.5088776,43.6952852,120.8414978,True,2023-079R,v2 mini,0.0,0.0,0.0,0.030710222113578205,7.255243322593411,0.1752433225934107
STARLINK-30123,56838,2023-07-31T23:45:56.000Z,0.3,7.1,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,28.3216312,11.013777,753.430472,4.7320089,-0.1786643,0.3803149,82.0214081,41.7539463,119.6009514,True,2023-079R,v2 mini,0.0,0.0,0.0,0.11772812053489805,7.443115316671958,0.34311531667195805
STARLINK-30123,56838,2023-07-31T23:46:01.000Z,0.3,7.2,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,30.1972861,10.1382345,777.508165,4.8963815,-0.1715393,0.357472,83.4508151,39.9093374,118.5043503,True,2023-079R,v2 mini,0.0,0.0,0.0,0.18956608058888696,7.635391870145605,0.43539187014560454
STARLINK-30069,56834,2023-07-31T23:53:41.000Z,0.3,6.07,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,8.4435507,23.3792405,577.659444,2.3593278,-0.209987,0.6491543,70.1048639,64.232632,135.0800316,True,2023-079M,v2 mini,1.2723942151819083,0.0,1.2723942151819083,0.11225046730868911,5.734961991247726,0.3350380087522744
STARLINK-30069,56834,2023-07-31T23:53:46.000Z,0.3,6.01,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,11.8810273,22.3104854,590.365094,2.7189667,-0.2168644,0.6176251,72.3083176,61.545222,130.7782695,True,2023-079M,v2 mini,1.5113885270276284,0.0,0.8994165018411932,0.013445322982722508,5.894046030759087,0.11595396924091261
STARLINK-30069,56834,2023-07-31T23:53:51.000Z,0.3,6.17,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,15.1190515,21.2160051,604.809116,3.0545719,-0.2203598,0.5850972,74.4464963,58.8635929,127.327996,True,2023-079M,v2 mini,0.0,0.0,0.0,0.010466516886691963,6.067694003662092,0.1023059963379076
STARLINK-30069,56834,2023-07-31T23:53:56.000Z,0.3,6.25,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,18.1583568,20.1115314,620.870046,3.3656561,-0.2209485,0.5523807,76.5067439,56.231632,124.5188794,True,2023-079M,v2 mini,0.0,0.0,0.0,5.921897100885942e-06,6.252433494832722,0.0024334948327222605
STARLINK-30069,56834,2023-07-31T23:54:01.000Z,0.3,6.37,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,21.0036319,19.0103365,638.425348,3.6523937,-0.2191403,0.5201251,78.4802716,53.6777917,122.1984804,True,2023-079M,v2 mini,0.0,0.0,0.0,0.005060524908386959,6.441137366470702,0.07113736647070201
STARLINK-30069,56834,2023-07-31T23:54:05.000Z,0.3,6.45,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,23.1451825,18.1390376,653.464522,3.8647095,-0.2163046,0.494988,79.9929421,51.7031029,120.6185131,True,2023-079M,v2 mini,0.0,0.0,0.0,0.021274229861592275,6.595856881433796,0.1458568814337955
STARLINK-30073,56840,2023-08-06T18:42:55.000Z,0.3,6.55,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,241.3829609,21.2761911,643.634961,-3.8314775,0.2259032,0.5016261,82.5580952,52.9836239,244.2399838,True,2023-079T,v2 mini,0.0,0.0,0.0,0.002253529041595544,6.502528650307838,0.04747134969216216
STARLINK-30073,56840,2023-08-06T18:43:00.000Z,0.3,6.52,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,244.1732392,22.4126528,625.152122,-3.5575908,0.2282912,0.5344981,80.5780975,55.5916411,242.4445405,True,2023-079T,v2 mini,0.0,0.0,0.0,0.046562927369302724,6.304215553458311,0.21578444654168827
STARLINK-30073,56840,2023-08-06T18:43:05.000Z,0.3,6.43,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,247.1677931,23.5552282,608.099701,-3.2592353,0.2282505,0.5682921,78.4990119,58.3095088,240.26351,True,2023-079T,v2 mini,0.0,0.0,0.0,0.09842287509626998,6.116275797719924,0.3137242022800759
STARLINK-30073,56840,2023-08-06T18:43:10.000Z,0.3,6.32,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,250.3748839,24.690359,592.601388,-2.9358508,0.2252052,0.6024283,76.3265888,61.1201609,237.5678225,True,2023-079T,v2 mini,0.0,0.0,0.0,0.14621749289351488,5.937616039963083,0.38238396003691744
STARLINK-30073,56840,2023-08-06T18:43:15.000Z,0.3,6.18,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,253.7990254,25.8015829,578.782628,-2.5874858,0.2185904,0.6361437,74.0703094,63.9948476,234.1699838,True,2023-079T,v2 mini,0.0,0.0,0.0,0.17249954376134757,5.764669356101253,0.41533064389874674
STARLINK-30073,56840,2023-08-06T18:43:20.000Z,0.3,6.14,0.1,43.65,41.431,2030.0,10.0,MMT9,CMOS,CLEAR,0009-0000-3667-6967,,,,,,,,,,Data from MMT9 with permission; mag is 5 s avg; Clear is equivalent to V; NORAD ID from C. Bassa,,,257.439655,26.869774,566.766667,-2.2149404,0.2079145,0.6684936,71.7438275,66.8873215,229.7930281,True,2023-079T,v2 mini,0.0,0.0,0.0,0.2790901699176802,5.611710145925856,0.5282898540741439
